"id","year","childs","chldidel","parsol","kidssol"
52,2012,2,3,"Much Better","Somewhat Better"
60,2012,6,3,"Somewhat Worse","Somewhat Better"
62,2012,2,2,"Much Better","Somewhat Better"
67,2012,2,2,"Much Worse","About The Same"
75,2012,2,2,"Somewhat Better","About The Same"
76,2012,3,4,"Somewhat Better","About The Same"
78,2012,3,2,"Somewhat Better","Much Better"
81,2012,0,2,"Somewhat Worse","Somewhat Worse"
82,2012,0,2,"Somewhat Worse","Much Better"
85,2012,0,3,"Somewhat Better","Somewhat Worse"
90,2012,2,2,"Much Better","Much Better"
93,2012,1,2,"Somewhat Better","Somewhat Better"
95,2012,3,2,"Somewhat Better","About The Same"
101,2012,2,2,"Somewhat Better","Much Better"
105,2012,0,3,"Much Better","About The Same"
109,2012,2,2,"About The Same","Somewhat Better"
116,2012,3,2,"About The Same","Somewhat Worse"
118,2012,2,2,"Somewhat Better","About The Same"
123,2012,0,2,"Somewhat Better","Much Better"
125,2012,2,2,"Much Worse","Somewhat Better"
129,2012,3,3,"Somewhat Worse","Somewhat Worse"
130,2012,3,3,"Somewhat Worse","About The Same"
133,2012,2,4,"About The Same","About The Same"
135,2012,0,2,"About The Same","Much Better"
137,2012,4,5,"Somewhat Better","Much Better"
139,2012,2,2,"Much Better","Much Better"
142,2012,2,3,"About The Same","Much Better"
146,2012,1,5,"Much Better","Much Better"
147,2012,4,3,"About The Same","Much Better"
151,2012,3,2,"Much Better","Much Better"
154,2012,2,3,"Much Better","Much Better"
156,2012,2,2,"Somewhat Better","Much Better"
160,2012,1,2,"Somewhat Better","Much Better"
165,2012,2,2,"Much Worse","Somewhat Better"
169,2012,0,3,"Somewhat Better","Somewhat Worse"
175,2012,0,3,"Somewhat Better","Somewhat Worse"
177,2012,0,2,"Much Better","About The Same"
179,2012,1,2,"About The Same","About The Same"
185,2012,4,3,"Somewhat Better","Somewhat Better"
186,2012,0,3,"Much Better","Much Better"
195,2012,3,3,"Much Worse","About The Same"
203,2012,1,3,"Somewhat Better","Much Better"
205,2012,0,3,"Much Better","About The Same"
215,2012,2,2,"Much Better","About The Same"
217,2012,5,3,"Much Worse","Somewhat Better"
220,2012,3,2,"Much Better","Much Better"
232,2012,1,3,"Somewhat Better","Much Better"
235,2012,4,4,"Much Better","Much Better"
241,2012,1,4,"Somewhat Better","Somewhat Better"
250,2012,3,2,"Somewhat Better","Somewhat Worse"
254,2012,3,3,"Much Better","Somewhat Better"
257,2012,1,3,"Somewhat Better","Somewhat Worse"
259,2012,3,3,"About The Same","About The Same"
265,2012,2,2,"Much Better","About The Same"
268,2012,2,2,"About The Same","Somewhat Better"
270,2012,2,2,"About The Same","About The Same"
274,2012,4,4,"Much Better","Somewhat Better"
276,2012,2,3,"Somewhat Better","Somewhat Worse"
283,2012,1,2,"Much Better","Somewhat Better"
291,2012,4,3,"Much Better","Much Better"
293,2012,4,3,"About The Same","Much Better"
294,2012,3,3,"Much Worse","Much Better"
301,2012,0,3,"Much Worse","Somewhat Worse"
306,2012,2,4,"Much Better","Somewhat Worse"
312,2012,3,4,"Somewhat Better","Much Better"
318,2012,2,2,"Somewhat Better","Somewhat Better"
320,2012,2,2,"Somewhat Better","Somewhat Better"
321,2012,0,3,"Somewhat Better","Somewhat Better"
330,2012,0,2,"Much Better","Much Better"
340,2012,3,3,"Much Worse","Somewhat Worse"
344,2012,0,3,"About The Same","Somewhat Better"
348,2012,0,3,"Somewhat Worse","About The Same"
353,2012,4,4,"Much Better","Much Better"
365,2012,3,2,"Somewhat Better","Somewhat Worse"
367,2012,1,3,"Somewhat Better","About The Same"
369,2012,3,2,"About The Same","Somewhat Better"
374,2012,2,3,"About The Same","Much Worse"
381,2012,0,2,"Much Better","Somewhat Better"
382,2012,2,2,"Much Better","Much Better"
385,2012,2,2,"About The Same","About The Same"
396,2012,2,1,"Somewhat Worse","Somewhat Better"
399,2012,4,4,"Much Better","Somewhat Better"
400,2012,0,2,"Much Better","Much Better"
407,2012,2,2,"About The Same","Somewhat Worse"
414,2012,2,2,"Somewhat Worse","Somewhat Better"
418,2012,4,2,"About The Same","Somewhat Worse"
427,2012,0,3,"Somewhat Better","Somewhat Better"
433,2012,4,4,"Much Better","Much Better"
435,2012,2,2,"About The Same","About The Same"
443,2012,3,3,"Somewhat Better","Much Better"
446,2012,1,2,"Much Better","Somewhat Worse"
450,2012,2,2,"Somewhat Worse","Somewhat Worse"
458,2012,3,3,"Much Better","Much Better"
460,2012,2,4,"Somewhat Better","About The Same"
462,2012,2,2,"Somewhat Worse","Much Better"
464,2012,1,2,"Much Better","About The Same"
473,2012,3,2,"Somewhat Better","Somewhat Better"
482,2012,4,2,"Somewhat Worse","Somewhat Worse"
484,2012,4,5,"Much Better","Much Worse"
485,2012,3,3,"Somewhat Better","Somewhat Better"
487,2012,3,2,"Somewhat Better","About The Same"
491,2012,1,4,"Much Better","Much Better"
493,2012,1,3,"Much Better","Much Better"
494,2012,1,2,"About The Same","Somewhat Better"
497,2012,2,2,"Much Better","Much Better"
499,2012,3,2,"Somewhat Worse","Much Better"
501,2012,6,3,"Somewhat Better","Somewhat Better"
506,2012,4,3,"Much Better","Somewhat Better"
517,2012,3,3,"Somewhat Better","Much Worse"
521,2012,1,3,"Much Better","Much Better"
526,2012,2,2,"Much Better","Somewhat Better"
528,2012,4,3,"Somewhat Better","Much Better"
530,2012,0,3,"About The Same","Somewhat Worse"
532,2012,3,4,"Much Better","Much Better"
534,2012,4,2,"About The Same","Somewhat Worse"
537,2012,2,2,"Much Better","Somewhat Worse"
544,2012,2,3,"Much Better","Much Better"
547,2012,3,0,"Somewhat Better","Somewhat Worse"
549,2012,2,2,"Somewhat Better","Much Better"
551,2012,4,2,"Much Worse","About The Same"
552,2012,2,3,"Much Better","Much Better"
554,2012,2,4,"Somewhat Better","Much Better"
556,2012,2,3,"Somewhat Better","Somewhat Worse"
558,2012,2,5,"Much Better","About The Same"
567,2012,2,2,"Much Better","Much Better"
580,2012,4,3,"Somewhat Better","Somewhat Better"
584,2012,2,2,"Much Better","Somewhat Worse"
587,2012,2,3,"Somewhat Better","About The Same"
589,2012,2,4,"Somewhat Worse","Much Better"
592,2012,0,2,"Somewhat Worse","Somewhat Better"
597,2012,0,2,"Much Worse","Somewhat Worse"
599,2012,0,2,"About The Same","About The Same"
605,2012,3,2,"Much Better","Somewhat Worse"
607,2012,3,2,"Somewhat Better","Somewhat Worse"
609,2012,5,3,"About The Same","About The Same"
614,2012,3,3,"About The Same","Somewhat Worse"
615,2012,5,3,"Much Better","Much Better"
618,2012,4,2,"Somewhat Better","Much Worse"
623,2012,4,2,"Much Better","Somewhat Worse"
627,2012,0,2,"Much Better","Somewhat Better"
632,2012,5,2,"Somewhat Worse","Much Worse"
633,2012,1,2,"Somewhat Worse","Somewhat Worse"
638,2012,3,2,"About The Same","Somewhat Worse"
640,2012,2,3,"Much Better","Much Better"
642,2012,3,2,"About The Same","Much Better"
643,2012,3,2,"Much Better","Somewhat Better"
645,2012,5,2,"About The Same","Somewhat Better"
650,2012,0,2,"Somewhat Better","About The Same"
653,2012,3,3,"Somewhat Better","Somewhat Better"
655,2012,1,2,"About The Same","Much Better"
656,2012,0,2,"Much Better","About The Same"
659,2012,0,1,"Much Worse","Somewhat Better"
670,2012,1,2,"Somewhat Better","Much Worse"
674,2012,0,3,"Somewhat Worse","Much Better"
675,2012,0,3,"About The Same","Somewhat Better"
681,2012,2,2,"Much Better","Somewhat Better"
683,2012,4,2,"About The Same","About The Same"
687,2012,1,3,"Somewhat Better","Much Better"
688,2012,2,3,"Much Better","About The Same"
691,2012,3,3,"Much Better","Somewhat Better"
694,2012,2,2,"Somewhat Better","Somewhat Worse"
695,2012,2,2,"Somewhat Better","About The Same"
697,2012,3,3,"Much Better","Somewhat Worse"
698,2012,0,2,"Somewhat Better","Somewhat Better"
699,2012,1,2,"About The Same","Somewhat Better"
702,2012,0,2,"Much Better","Much Better"
704,2012,0,2,"Somewhat Better","Somewhat Better"
709,2012,4,2,"Much Better","Much Worse"
710,2012,4,3,"Much Better","Somewhat Better"
717,2012,3,3,"Somewhat Better","Somewhat Better"
728,2012,0,2,"Somewhat Better","Somewhat Better"
730,2012,4,4,"Somewhat Better","About The Same"
732,2012,3,2,"Much Worse","Somewhat Better"
734,2012,0,2,"Much Better","Much Better"
738,2012,1,2,"Somewhat Better","Somewhat Worse"
740,2012,2,2,"Much Better","About The Same"
745,2012,4,4,"About The Same","About The Same"
748,2012,0,3,"Somewhat Better","About The Same"
749,2012,1,2,"Somewhat Better","Somewhat Better"
751,2012,4,4,"Somewhat Better","Much Better"
756,2012,2,2,"Somewhat Better","Somewhat Better"
759,2012,4,5,"Much Better","Much Better"
761,2012,2,2,"About The Same","Much Better"
762,2012,2,2,"About The Same","About The Same"
763,2012,2,2,"About The Same","Much Better"
769,2012,2,2,"Much Better","Much Better"
779,2012,0,3,"Somewhat Worse","About The Same"
781,2012,1,3,"Much Better","Somewhat Better"
786,2012,1,2,"Much Better","Much Better"
792,2012,2,2,"Somewhat Better","Somewhat Better"
801,2012,2,2,"Somewhat Better","Somewhat Better"
805,2012,2,2,"Much Better","Somewhat Worse"
807,2012,2,3,"Much Better","Much Better"
814,2012,3,2,"Much Better","Much Better"
815,2012,1,2,"Somewhat Better","Somewhat Worse"
829,2012,3,2,"Much Better","Much Better"
836,2012,0,2,"Much Better","Somewhat Better"
839,2012,2,3,"About The Same","Much Better"
840,2012,0,2,"Somewhat Better","Somewhat Better"
843,2012,2,2,"Somewhat Better","Somewhat Better"
845,2012,2,3,"Somewhat Better","Somewhat Better"
847,2012,2,4,"Much Better","Much Better"
857,2012,0,3,"Much Better","Much Better"
862,2012,3,1,"Somewhat Better","Somewhat Better"
863,2012,5,4,"Somewhat Better","Somewhat Better"
865,2012,1,3,"Much Better","Somewhat Better"
871,2012,1,1,"About The Same","Much Better"
872,2012,0,3,"Much Better","Much Better"
878,2012,2,4,"Somewhat Worse","Much Better"
881,2012,6,2,"About The Same","Somewhat Better"
885,2012,1,3,"Much Better","Much Better"
897,2012,2,2,"Somewhat Better","Much Better"
900,2012,0,3,"Much Better","About The Same"
909,2012,2,2,"Much Better","Much Worse"
912,2012,3,2,"About The Same","Somewhat Better"
914,2012,0,4,"About The Same","About The Same"
916,2012,0,3,"Much Better","Much Better"
918,2012,0,3,"Somewhat Better","About The Same"
919,2012,3,3,"Much Better","About The Same"
921,2012,0,2,"Somewhat Worse","Somewhat Better"
928,2012,1,2,"Much Better","About The Same"
931,2012,2,2,"Much Better","Somewhat Better"
936,2012,2,2,"Somewhat Worse","Somewhat Better"
943,2012,2,3,"Much Better","Much Better"
945,2012,3,3,"Somewhat Better","About The Same"
954,2012,1,3,"Much Better","Somewhat Better"
957,2012,2,3,"Somewhat Better","Somewhat Worse"
961,2012,0,2,"Much Better","Somewhat Worse"
972,2012,6,4,"Much Better","About The Same"
974,2012,1,2,"About The Same","About The Same"
977,2012,1,2,"About The Same","Somewhat Better"
979,2012,4,4,"Much Better","Much Better"
981,2012,3,1,"About The Same","Somewhat Worse"
985,2012,3,2,"Somewhat Worse","Much Worse"
987,2012,0,2,"Somewhat Better","About The Same"
988,2012,2,2,"About The Same","Somewhat Worse"
991,2012,2,3,"Somewhat Better","Much Better"
1001,2012,1,2,"Somewhat Better","Somewhat Better"
1007,2012,0,2,"About The Same","Somewhat Better"
1014,2012,2,2,"About The Same","Much Better"
1018,2012,0,2,"Somewhat Worse","Somewhat Worse"
1028,2012,0,3,"About The Same","About The Same"
1033,2012,0,3,"About The Same","About The Same"
1034,2012,1,0,"About The Same","Much Better"
1037,2012,0,1,"Somewhat Better","Somewhat Worse"
1044,2012,2,2,"Much Worse","Somewhat Better"
1046,2012,3,2,"Much Better","About The Same"
1048,2012,1,3,"Somewhat Better","Much Better"
1065,2012,0,4,"Somewhat Better","Somewhat Better"
1067,2012,0,4,"Much Better","About The Same"
1070,2012,2,2,"Much Better","About The Same"
1073,2012,1,2,"Much Worse","Much Worse"
1081,2012,0,3,"About The Same","About The Same"
1085,2012,0,2,"Somewhat Better","Somewhat Better"
1092,2012,2,4,"Somewhat Worse","Much Worse"
1095,2012,2,3,"Somewhat Worse","Much Better"
1098,2012,2,2,"Much Better","Much Better"
1100,2012,2,2,"Somewhat Worse","About The Same"
1102,2012,1,2,"Somewhat Better","Much Worse"
1105,2012,2,2,"Somewhat Worse","Somewhat Worse"
1108,2012,4,2,"Much Worse","Much Better"
1110,2012,3,3,"Somewhat Worse","Somewhat Better"
1112,2012,1,2,"Much Better","Much Better"
1115,2012,1,3,"Much Better","Much Better"
1116,2012,0,3,"Somewhat Better","Somewhat Better"
