"cz_id","cz_name","state","population_2000","mobility","urban","frac_black","racial_seg","income_seg","poverty_seg","affluence_seg","commute15min","hh_income","gini","top1pc_share","local_tax_rate","local_govt_expenditures","school_expenditures_per_student","test_score_percentile_adj","hs_dropout_rate_adj","number_of_colleges","college_grad_rate_adj","labor_force_participation_rate","manufacturing_employment_share","migration_inflow","migration_outflow","frac_foreign_born","social_capital_index","frac_religion","violent_crime_rate","frac_children_single_mothers","frac_adults_divorced","frac_adults_married","income_growth_06_10","drop_this_column","cz_state"
29203,"Manhattan","KS",143269,44,1,0.073,0.139,0.051,0.056,0.049,0.558,28788,0.324,6.743,0.027,1680,6.102,14.006,-0.023,0.021,0.243,0.701,0.082,0.019,0.032,0.046,-0.177,0.394,0.001,0.171,0.081,0.538,-0.005,NA,"Manhattan, KS"
27503,"Atlantic","IA",34687,53.2,0,0.002,0.015,0.01,0.007,0.016,0.557,35644,0.315,8.047,0.025,2557,6.166,9.915,-0.032,NA,NA,0.659,0.131,0.01,0.012,0.007,1.971,0.768,0.001,0.154,0.074,0.642,0.001,NA,"Atlantic, IA"
29202,"Marysville","KS",17448,57.6,0,0.002,0.011,0.005,0.001,0.007,0.557,34953,0.346,10.779,0.042,4099,7.199,20.071,-0.028,NA,NA,0.634,0.133,0.006,0.006,0.009,2.206,0.776,0,0.104,0.065,0.633,-0.002,NA,"Marysville, KS"
36402,"Vernal","UT",39595,56.6,0,0.001,0.151,0.02,0.021,0.02,0.557,26254,0.333,5.914,0.038,2958,4.564,-3.364,0.004,NA,0.11,0.622,0.04,0.021,0.019,0.013,-1.541,0.727,0.001,0.148,0.087,0.623,0.04,NA,"Vernal, UT"
38402,"Pullman","WA",75675,48.2,0,0.011,0.063,0.077,0.095,0.061,0.557,24766,0.333,6.766,0.018,1550,7.079,13.049,NA,0.026,0.245,0.629,0.04,0.03,0.04,0.06,0.463,0.325,0.001,0.159,0.066,0.49,-0.008,NA,"Pullman, WA"
27502,"Creston","IA",35600,48.5,0,0.003,0.068,0.012,0.01,0.013,0.556,31082,0.324,8.285,0.027,2736,6.49,4.511,-0.018,0.056,0.123,0.649,0.172,0.013,0.013,0.016,1.415,0.478,0.001,0.185,0.091,0.599,0.005,NA,"Creston, IA"
30501,"Woodward","OK",26123,53.3,0,0.008,0.049,0.014,0.009,0.02,0.556,32076,0.36,9.308,0.02,1641,5.339,-0.373,0.011,NA,NA,0.62,0.053,0.008,0.012,0.024,-0.036,0.811,0.001,0.162,0.102,0.637,0.012,NA,"Woodward, OK"
34111,"Ketchikan","AK",20216,41.5,0,0.004,0.112,0.037,0.039,0.036,0.556,39002,0.331,7.918,0.022,3802,8.46,-6.395,0.042,NA,NA,0.721,0.057,0.007,0.012,0.045,NA,0.306,0.005,0.21,0.134,0.553,0.001,NA,"Ketchikan, AK"
21702,"Austin","MN",71187,49.1,0,0.004,0.088,0.034,0.032,0.039,0.555,38505,0.282,5.818,0.017,4542,6.479,3.989,0.012,0.014,0.01,0.644,0.238,0.012,0.019,0.034,2.541,0.758,0.002,0.181,0.086,0.589,-0.007,NA,"Austin, MN"
38401,"Lewiston","ID",88546,45,1,0.002,0.09,0.033,0.027,0.035,0.555,32663,0.357,6.848,0.016,1901,5.639,4.83,0.017,0.011,-0.154,0.595,0.134,0.011,0.013,0.016,0.555,0.4,0.001,0.203,0.127,0.576,0.003,NA,"Lewiston, ID"
21003,"Ironwood","MI",32049,46.2,0,0.01,0.159,0.012,0.012,0.012,0.554,32111,0.332,6.552,0.025,3036,6.902,8.369,NA,0.031,0.084,0.534,0.143,0.004,0.004,0.014,1.087,0.552,0,0.203,0.094,0.578,-0.003,NA,"Ironwood, MI"
26202,"East Grant UT","ND",2841,NA,0,0,0.005,0.009,0.003,0.006,0.552,30352,0.202,NA,0.023,1741,6.846,NA,NA,NA,NA,0.546,0.03,NA,NA,0.016,0.463,0.854,0,0.091,0.048,0.651,0.046,NA,"East Grant UT, ND"
34805,"Alamosa","CO",46190,45.2,0,0.003,0.112,0.028,0.024,0.031,0.552,27094,0.444,9.743,0.031,2794,5.952,-4.938,NA,0.022,-0.041,0.604,0.043,0.005,0.011,0.061,0.517,0.625,0.002,0.213,0.104,0.57,-0.003,NA,"Alamosa, CO"
37603,"Portola","CA",24379,44.6,0,0.006,0.028,0.011,0.011,0.013,0.552,36905,0.357,10.523,0.03,4132,5.694,-2.797,NA,0.041,-0.047,0.572,0.104,0.029,0.024,0.026,0.394,0.31,0.006,0.224,0.118,0.617,0.019,NA,"Portola, CA"
28002,"West Point","NE",25165,46.5,0,0.001,0.36,0.007,0.009,0.005,0.551,32028,0.315,6.198,0.027,2508,5.889,6.98,0.003,0.079,-0.227,0.645,0.136,0.014,0.017,0.024,1.341,0.723,0,0.177,0.072,0.608,0.011,NA,"West Point, NE"
21002,"Houghton","MI",47063,46.7,0,0.018,0.124,0.016,0.019,0.01,0.55,26975,0.376,12.232,0.02,2240,6.434,7.375,NA,0.042,0.23,0.563,0.089,0.007,0.006,0.023,0.46,0.502,0.001,0.192,0.084,0.485,-0.006,NA,"Houghton, MI"
28201,"Red Oak","IA",48197,51,0,0.006,0.111,0.016,0.012,0.018,0.55,33242,0.306,8.44,0.023,2014,5.934,2.605,-0.031,NA,NA,0.623,0.209,0.011,0.011,0.012,1.309,0.556,0,0.171,0.095,0.61,0.003,NA,"Red Oak, IA"
27101,"Willmar","MN",85394,51.9,0,0.006,0.181,0.024,0.022,0.025,0.549,35795,0.313,7.697,0.018,3638,7.863,5.464,-0.012,0.023,0.046,0.654,0.158,0.01,0.012,0.025,2.626,0.844,0.001,0.148,0.074,0.595,0.007,NA,"Willmar, MN"
30904,"Pampa","TX",57355,50.6,1,0.034,0.103,0.054,0.049,0.06,0.549,33957,0.355,8.602,0.032,1860,6.538,3.792,-0.017,0.017,-0.204,0.559,0.15,0.014,0.017,0.049,0.063,0.844,0.001,0.167,0.089,0.648,-0.003,NA,"Pampa, TX"
36401,"Steamboat Springs","CO",38860,51.6,0,0.001,0.032,0.04,0.025,0.056,0.549,39506,0.348,9.631,0.067,4647,5.607,8.282,NA,0.026,-0.132,0.748,0.022,0.017,0.021,0.039,-0.036,0.346,0.002,0.156,0.107,0.568,0,NA,"Steamboat Springs, CO"
32602,"Graham","TX",28556,50.5,0,0.024,0.068,0.013,0.017,0.01,0.548,31567,0.386,8.506,0.034,2295,5.504,10.139,-0.03,NA,NA,0.561,0.112,0.017,0.02,0.032,-0.026,0.802,0.001,0.17,0.093,0.64,0.011,NA,"Graham, TX"
34109,"Juneau","AK",37347,43.3,0,0.007,0.051,0.039,0.036,0.043,0.547,43595,0.283,5.475,0.026,4509,9.217,-4.643,0.036,0.027,-0.208,0.738,0.017,0.014,0.018,0.051,NA,0.24,0.004,0.193,0.117,0.54,0.001,NA,"Juneau, AK"
39204,"Condon","OR",3462,NA,0,0.001,0.017,0.004,0.001,0.006,0.546,33476,0.24,NA,0.033,3587,9.289,NA,NA,NA,NA,0.599,0.029,NA,NA,0.019,0.336,0.344,0,0.137,0.117,0.633,0.005,NA,"Condon, OR"
36404,"Rock Springs","WY",80730,52.6,0,0.004,0.042,0.024,0.02,0.023,0.545,33999,0.264,6.384,0.053,4123,7.307,1.942,0.021,0.012,0.125,0.69,0.072,0.018,0.018,0.023,-0.666,0.602,0.001,0.15,0.11,0.618,0.016,NA,"Rock Springs, WY"
21302,"Owatonna","MN",109871,48.5,0,0.014,0.085,0.025,0.023,0.027,0.544,35164,0.28,8.304,0.018,2862,7.047,6.546,0.002,0.027,0.454,0.705,0.232,0.025,0.021,0.038,1.71,0.726,0.001,0.151,0.08,0.579,-0.002,NA,"Owatonna, MN"
31502,"Pearsall","TX",22118,45.3,0,0.044,0.084,0.012,0.005,0.016,0.544,18365,0.445,9.465,0.041,3074,6.349,-11.674,0.012,NA,NA,0.467,0.043,0.014,0.013,0.054,-0.801,0.882,0.003,0.222,0.074,0.607,-0.002,NA,"Pearsall, TX"
21802,"Decorah","IA",72111,56.6,0,0.003,0.047,0.007,0.009,0.007,0.542,34000,0.303,9.119,0.026,2420,5.926,10.219,-0.025,0.028,0.124,0.661,0.213,0.007,0.011,0.012,2.055,0.864,0,0.14,0.065,0.602,0.002,NA,"Decorah, IA"
32303,"Junction","TX",6828,41,0,0.002,0.05,0.032,0.033,0.038,0.542,35219,0.394,5.439,0.023,1856,6.72,16.151,-0.035,NA,NA,0.562,0.085,0.004,0.006,0.054,-0.369,0.568,0.001,0.195,0.112,0.606,0.017,NA,"Junction, TX"
26201,"Bismarck","ND",114739,54.6,1,0.002,0.079,0.038,0.031,0.047,0.541,35396,0.333,12.604,0.019,2035,4.835,5.047,-0.017,0.026,-0.083,0.694,0.048,0.017,0.012,0.013,2.551,0.814,0,0.167,0.081,0.596,0.012,NA,"Bismarck, ND"
26204,"Steele","ND",2753,NA,0,0.002,0.013,0.001,0,0,0.54,29680,0.277,NA,0.023,1649,7.049,NA,NA,NA,NA,0.55,0.031,0.008,0.014,0.008,2.25,0.802,0,0.089,0.048,0.625,0.031,NA,"Steele, ND"
11403,"Sault Ste. Marie","MI",57510,42.1,0,0.045,0.116,0.015,0.018,0.01,0.539,26896,0.381,8.244,0.03,2279,6.246,-1.094,NA,0.035,-0.091,0.535,0.052,0.009,0.007,0.024,-0.01,0.352,0.001,0.223,0.111,0.534,0.009,NA,"Sault Ste. Marie, MI"
30701,"Roswell","NM",113040,43.9,0,0.016,0.073,0.037,0.026,0.046,0.539,30443,0.452,10.401,0.012,2279,4.614,-10.46,-0.009,0.035,-0.192,0.562,0.08,0.014,0.019,0.085,0.317,0.674,0.002,0.234,0.109,0.569,0.002,NA,"Roswell, NM"
33603,"Frederick","OK",9287,45.6,0,0.089,0.02,0.011,0.002,0.022,0.538,29047,0.311,5.457,0.011,1734,6.161,-8.75,0.017,NA,NA,0.512,0.151,0.012,0.018,0.043,-0.338,0.97,0.002,0.193,0.088,0.616,-0.023,NA,"Frederick, OK"
34203,"Great Falls","MT",95101,47.1,1,0.009,0.114,0.06,0.063,0.056,0.538,32458,0.388,9.7,0.02,1763,5.102,12.992,-0.021,0.021,-0.188,0.642,0.034,0.019,0.025,0.022,0.698,0.487,0.003,0.2,0.113,0.588,0.001,NA,"Great Falls, MT"
34801,"Las Vegas","NM",49495,42,0,0.005,0.092,0.012,0.011,0.01,0.537,26569,0.381,7.039,0.017,2459,5.37,-13.802,-0.029,0.04,-0.134,0.549,0.033,0.01,0.017,0.023,-1.273,0.738,0.002,0.266,0.124,0.492,0.005,NA,"Las Vegas, NM"
34601,"Gillette","WY",46229,55.5,0,0.001,0.021,0.045,0.051,0.04,0.536,34452,0.295,8.507,0.062,4315,7.142,5.883,0.009,NA,NA,0.724,0.033,0.018,0.017,0.014,-0.926,0.482,0.002,0.152,0.098,0.626,0.02,NA,"Gillette, WY"
35702,"Burley","ID",41590,48.7,0,0.001,0.041,0.021,0.023,0.019,0.536,28357,0.353,9.512,0.013,2119,4.1,-4.158,0.003,NA,NA,0.634,0.156,0.008,0.019,0.092,-0.745,0.737,0.001,0.133,0.083,0.647,-0.006,NA,"Burley, ID"
21900,"Marshalltown","IA",113442,48.4,0,0.007,0.174,0.026,0.019,0.033,0.535,35247,0.309,9.287,0.022,2080,6.155,-1.602,-0.015,0.018,0.102,0.658,0.235,0.013,0.017,0.035,1.578,0.534,0.002,0.176,0.098,0.603,-0.002,NA,"Marshalltown, IA"
26703,"Thief River Falls","MN",28038,54.9,0,0.002,0.067,0.01,0.007,0.012,0.534,32095,0.336,9.085,0.022,3713,6.982,9.516,-0.032,0.071,-0.091,0.648,0.174,0.01,0.013,0.016,2.338,0.826,0,0.164,0.077,0.589,0.014,NA,"Thief River Falls, MN"
21001,"Ashland","WI",47701,46.2,0,0.001,0.236,0.011,0.01,0.009,0.533,32218,0.32,7.108,0.027,2725,7.119,7.588,NA,0.021,0.234,0.632,0.199,0.007,0.008,0.01,1.525,0.583,0,0.178,0.097,0.576,0.009,NA,"Ashland, WI"
26001,"Roseau","MN",20860,53.7,0,0.002,0.104,0.01,0.011,0.008,0.533,33398,0.411,21.65,0.021,5152,6.615,10.027,-0.024,NA,NA,0.707,0.4,0.007,0.01,0.028,1.191,0.671,0,0.126,0.084,0.626,0.012,NA,"Roseau, MN"
18202,"St. Marys","PA",41086,48.2,0,0.002,0.025,0.016,0.015,0.013,0.53,34878,0.299,10.488,0.02,1510,8.325,7.407,-0.017,NA,NA,0.625,0.437,0.005,0.009,0.01,1.145,0.78,0.001,0.159,0.085,0.576,-0.005,NA,"St. Marys, PA"
35002,"Safford","AZ",42036,44.7,0,0.015,0.287,0.036,0.038,0.024,0.53,23579,0.287,6.422,0.022,2696,4.606,-7.113,NA,0.024,-0.15,0.528,0.028,0.02,0.018,0.029,-1.325,0.721,0.002,0.191,0.1,0.587,-0.001,NA,"Safford, AZ"
38802,"The Dalles","OR",65297,43.2,0,0.002,0.067,0.017,0.017,0.016,0.53,32881,0.35,6.761,0.026,2931,6.744,-1.692,-0.001,0.015,-0.147,0.621,0.106,0.015,0.017,0.091,0.561,0.382,0.001,0.187,0.111,0.611,0,NA,"The Dalles, OR"
4301,"Stuttgart","AR",40542,39.8,0,0.249,0.113,0.018,0.023,0.015,0.529,30500,0.445,9.649,0.013,1427,4.673,-12.254,0.013,NA,NA,0.578,0.2,0.012,0.016,0.004,-0.367,0.658,0.001,0.274,0.111,0.568,0,NA,"Stuttgart, AR"
29403,"Bartlesville","KS",145981,43.6,0,0.033,0.099,0.045,0.034,0.053,0.529,34266,0.387,7.497,0.017,2116,5.039,1.513,-0.007,0.034,-0.083,0.606,0.217,0.012,0.015,0.013,0.883,0.624,0.001,0.2,0.107,0.606,0.001,NA,"Bartlesville, KS"
34603,"Casper","WY",78585,50.3,1,0.006,0.025,0.057,0.053,0.056,0.528,34840,0.43,15.007,0.021,3000,6.458,-0.214,0.059,0.013,-0.147,0.683,0.055,0.022,0.019,0.018,0.542,0.435,0.001,0.221,0.132,0.571,0.013,NA,"Casper, WY"
36200,"Logan","UT",149590,50.5,1,0.003,0.053,0.07,0.068,0.07,0.528,28953,0.291,8.962,0.015,1732,4.231,6.228,-0.003,0.007,0.11,0.691,0.25,0.029,0.034,0.052,-0.004,0.854,0,0.102,0.056,0.604,-0.001,NA,"Logan, UT"
36501,"Klamath Falls","CA",151353,43.3,0,0.026,0.106,0.032,0.027,0.036,0.528,29858,0.383,6.928,0.022,2909,6.149,-8.53,-0.008,0.026,-0.097,0.537,0.087,0.026,0.021,0.045,-0.247,0.274,0.003,0.224,0.125,0.601,0.004,NA,"Klamath Falls, CA"
34402,"Bozeman","MT",93985,47.4,0,0.002,0.021,0.044,0.043,0.05,0.527,31692,0.414,11.081,0.021,1735,6.05,13.863,-0.005,0.011,0.082,0.71,0.073,0.033,0.022,0.026,1.329,0.267,0.001,0.148,0.092,0.562,0.015,NA,"Bozeman, MT"
26901,"Fergus Falls","MN",117558,52.8,0,0.003,0.095,0.017,0.02,0.016,0.526,36094,0.335,8.518,0.019,2972,6.713,15.814,-0.003,0.026,0.063,0.637,0.148,0.017,0.015,0.015,2.729,0.731,0.001,0.136,0.072,0.608,0.007,NA,"Fergus Falls, MN"
32306,"Eagle Pass","TX",47297,46.5,0,0.001,0.093,0.025,0.019,0.041,0.526,18470,0.42,9.534,0.024,2138,5.251,1.012,-0.013,NA,NA,0.507,0.101,0.02,0.025,0.378,-2.985,0.347,0.002,0.171,0.047,0.616,-0.005,NA,"Eagle Pass, TX"
11402,"Marinette","MI",114408,46.3,0,0.003,0.051,0.015,0.013,0.017,0.525,34016,0.305,6.115,0.026,2299,6.238,7.498,-0.033,NA,0.217,0.606,0.255,0.011,0.01,0.011,1.065,0.682,0,0.18,0.098,0.592,0.002,NA,"Marinette, MI"
23200,"Dubuque","IA",163189,53.6,1,0.005,0.091,0.035,0.032,0.035,0.524,36443,0.338,11.587,0.022,1773,5.516,3.928,-0.013,0.031,0.136,0.687,0.192,0.012,0.013,0.019,1.147,0.813,0.001,0.148,0.079,0.599,0.001,NA,"Dubuque, IA"
32702,"Stephenville","TX",55256,47.9,0,0.006,0.052,0.022,0.02,0.023,0.523,30856,0.453,13.86,0.027,1531,5.216,7.532,-0.016,0.018,0.031,0.611,0.116,0.021,0.019,0.068,-0.963,0.607,0.001,0.15,0.076,0.62,-0.011,NA,"Stephenville, TX"
29005,"Hutchinson","KS",82076,45.4,0,0.026,0.082,0.043,0.032,0.047,0.522,33452,0.352,8.738,0.029,2086,6.078,9.217,-0.008,0.024,-0.036,0.621,0.155,0.014,0.016,0.02,1.055,0.533,0.001,0.184,0.115,0.595,-0.005,NA,"Hutchinson, KS"
25402,"Murray","KY",34177,41.9,0,0.035,0.077,0.041,0.045,0.042,0.521,28383,0.494,14.14,0.011,2208,6.148,2.752,-0.022,0.029,0.097,0.621,0.177,0.019,0.017,0.027,-0.6,0.602,0,0.196,0.084,0.554,-0.002,NA,"Murray, KY"
26801,"Fargo","ND",206945,50.4,1,0.006,0.056,0.065,0.056,0.074,0.518,34085,0.365,11.083,0.02,2263,6.269,6.018,-0.014,0.024,0.054,0.721,0.096,0.023,0.02,0.027,1.8,0.624,0.001,0.171,0.08,0.533,0.003,NA,"Fargo, ND"
26106,"Centerville","IA",29873,50,0,0.002,0.031,0.008,0.01,0.004,0.517,30736,0.333,8.216,0.022,1997,6.671,4.502,-0.015,NA,NA,0.598,0.185,0.008,0.009,0.008,0.926,0.434,0.001,0.173,0.095,0.608,0.003,NA,"Centerville, IA"
36301,"Pocatello","ID",269722,46.4,1,0.003,0.128,0.063,0.054,0.07,0.517,30119,0.327,7.878,0.016,1984,4.484,3.003,-0.003,0.011,0.095,0.66,0.108,0.017,0.017,0.043,-0.144,0.718,0.001,0.147,0.087,0.596,-0.003,NA,"Pocatello, ID"
32305,"Del Rio","TX",49316,47.7,0,0.013,0.144,0.056,0.043,0.068,0.515,24076,0.482,7.013,0.035,2350,5.212,-4.028,-0.011,NA,NA,0.559,0.1,0.017,0.029,0.223,-1.797,0.524,0.001,0.183,0.065,0.619,-0.006,NA,"Del Rio, TX"
28102,"Nebraska City","NE",40078,52.6,0,0.002,0.062,0.013,0.014,0.017,0.514,34517,0.287,5.397,0.025,2052,6.737,6.023,-0.031,0.025,0.01,0.644,0.127,0.015,0.018,0.015,1.614,0.662,0,0.15,0.088,0.606,-0.001,NA,"Nebraska City, NE"
37601,"Elko","NV",61917,46.9,0,0.01,0.121,0.047,0.044,0.044,0.513,32701,0.313,11.854,0.024,3116,6.64,-9.153,-0.002,0.016,-0.174,0.667,0.016,0.027,0.023,0.09,-2.085,0.413,0.002,0.144,0.114,0.607,0.012,NA,"Elko, NV"
20003,"Presque Isle","ME",73938,43.6,0,0.004,0.057,0.008,0.009,0.009,0.512,27952,0.368,7.492,0.023,1769,6.823,3.045,-0.027,NA,-0.02,0.586,0.125,0.011,0.012,0.059,-0.661,0.608,0.001,0.176,0.091,0.588,0.007,NA,"Presque Isle, ME"
22400,"Sheboygan","WI",195533,47.2,1,0.007,0.119,0.042,0.038,0.044,0.512,39238,0.291,11.586,0.022,2600,6.612,6.404,-0.015,0.015,-0.023,0.696,0.369,0.014,0.014,0.035,1.583,0.762,0,0.15,0.081,0.601,-0.008,NA,"Sheboygan, WI"
38501,"Moses Lake","WA",91126,45.1,0,0.007,0.165,0.021,0.02,0.022,0.512,29315,0.365,6.787,0.018,4621,7.336,-8.035,NA,0.011,-0.082,0.624,0.128,0.024,0.026,0.182,-0.26,0.442,0.002,0.171,0.086,0.606,-0.007,NA,"Moses Lake, WA"
30604,"Deming","NM",61950,41.5,0,0.005,0.072,0.036,0.033,0.034,0.51,26356,0.381,7.628,0.015,2356,4.444,-16.654,-0.017,0.016,-0.135,0.503,0.039,0.018,0.017,0.106,-0.614,0.673,0.002,0.254,0.113,0.559,0.012,NA,"Deming, NM"
21004,"Rhinelander","WI",67833,45.7,0,0.004,0.198,0.013,0.012,0.012,0.509,37115,0.403,10.478,0.038,2512,7.827,2.187,NA,0.015,-0.153,0.597,0.107,0.019,0.015,0.015,1.928,0.593,0,0.184,0.103,0.616,0.02,NA,"Rhinelander, WI"
23700,"Galesburg","IL",145734,44.2,0,0.043,0.176,0.038,0.047,0.027,0.509,30827,0.402,15.531,0.019,1784,4.541,5.43,0.031,0.034,0.151,0.61,0.16,0.01,0.012,0.016,0.751,0.399,NA,0.211,0.108,0.556,-0.009,NA,"Galesburg, IL"
26603,"East Corson UT","SD",8225,33.4,1,0.001,0.234,0.014,0.011,0.012,0.505,17401,0.457,14.908,0.017,1539,6.853,-22.102,0.099,0.243,-0.229,0.546,0.016,0.009,0.016,0.005,-0.244,0.693,0,0.344,0.105,0.405,0.017,NA,"East Corson UT, SD"
35701,"Twin Falls","ID",120807,45.5,0,0.001,0.033,0.035,0.019,0.049,0.505,35364,0.417,11.017,0.018,2187,5.491,1.241,0.011,0.017,-0.211,0.666,0.098,0.018,0.018,0.084,0.172,0.45,0.001,0.156,0.108,0.598,-0.017,NA,"Twin Falls, ID"
29303,"Winfield","KS",51584,45.1,0,0.019,0.05,0.023,0.022,0.027,0.504,33686,0.362,12.208,0.025,2477,6.473,4.974,-0.017,0.039,-0.112,0.613,0.202,0.015,0.021,0.02,0.598,0.524,0.001,0.189,0.102,0.606,-0.011,NA,"Winfield, KS"
38502,"Wenatchee","WA",99219,45,1,0.002,0.063,0.035,0.024,0.04,0.503,36330,0.402,10.772,0.018,4553,6.269,-1.827,NA,0.01,-0.127,0.64,0.071,0.023,0.019,0.132,0.221,0.373,0.001,0.172,0.105,0.609,-0.007,NA,"Wenatchee, WA"
4101,"Crossett","AR",24209,38.6,0,0.269,0.054,0.011,0.009,0.015,0.502,30093,0.44,7.41,0.015,1467,4.643,-11.593,0.009,NA,NA,0.561,0.275,0.01,0.017,0.023,-0.183,0.799,0.002,0.225,0.097,0.59,-0.007,NA,"Crossett, AR"
23600,"Burlington","IA",136489,46.7,0,0.021,0.092,0.026,0.026,0.024,0.502,35038,0.318,8.255,0.022,1881,5.634,1.478,-0.008,0.015,-0.142,0.645,0.254,0.006,0.008,0.012,1.368,0.503,0.003,0.197,0.108,0.584,-0.008,NA,"Burlington, IA"
35402,"Cortez","CO",40087,46,0,0.001,0.383,0.029,0.049,0.018,0.502,28799,0.353,6.825,0.038,2973,6.648,-7.301,-0.013,NA,NA,0.602,0.041,0.024,0.026,0.017,-0.997,0.352,0.001,0.194,0.106,0.577,0.014,NA,"Cortez, CO"
11401,"Marquette","MI",121919,45.1,0,0.013,0.088,0.037,0.039,0.033,0.501,32535,0.337,8.571,0.025,2236,5.961,8.53,NA,0.008,-0.003,0.603,0.115,0.008,0.008,0.012,0.697,0.633,0.001,0.193,0.093,0.561,-0.005,NA,"Marquette, MI"
21101,"Rice Lake","WI",92542,46.7,0,0.002,0.185,0.007,0.007,0.006,0.499,33974,0.407,14.031,0.028,2679,7.359,6.642,-0.027,0.032,0.074,0.639,0.224,0.014,0.015,0.013,1.542,0.568,0,0.178,0.097,0.598,0.005,NA,"Rice Lake, WI"
4800,"Greenville","MS",146833,33.6,0,0.658,0.218,0.046,0.042,0.053,0.498,23169,0.525,11.211,0.017,1800,4.344,-20.082,0.011,0.014,-0.014,0.534,0.188,0.007,0.014,0.007,-1.051,0.373,0.002,0.434,0.083,0.402,-0.013,NA,"Greenville, MS"
26104,"Trenton","MO",14189,45.6,0,0.003,0.03,0.005,0.002,0.001,0.497,30864,0.342,7.244,0.015,1939,5.709,1.442,0.018,0.07,0.102,0.595,0.179,0.009,0.009,0.012,1.201,0.749,0.002,0.194,0.099,0.602,-0.006,NA,"Trenton, MO"
36700,"Eureka","CA",139540,39.3,0,0.008,0.07,0.033,0.038,0.028,0.497,30456,0.431,8.783,0.018,2849,6.499,-7.355,NA,0.014,-0.052,0.594,0.085,0.022,0.022,0.043,0.756,0.356,0.004,0.271,0.13,0.475,0.004,NA,"Eureka, CA"
23400,"Bloomington","IL",206909,44.2,1,0.055,0.098,0.071,0.061,0.082,0.496,37177,0.339,9.715,0.026,1666,4.954,7.534,0.002,0.014,0.175,0.7,0.114,0.023,0.023,0.028,0.565,0.479,NA,0.183,0.092,0.552,-0.004,NA,"Bloomington, IL"
25000,"Quincy","IL",152421,45.5,0,0.037,0.1,0.036,0.034,0.037,0.496,31869,0.364,8.906,0.015,1588,5.08,2.451,-0.001,0.039,0.05,0.635,0.183,0.007,0.007,0.009,1.277,0.579,0.001,0.194,0.102,0.585,0.003,NA,"Quincy, IL"
37602,"Winnemucca","NV",22799,47.2,0,0.019,0.021,0.011,0.009,0.016,0.496,31976,0.279,6.081,0.031,6251,6.121,-7.491,-0.011,NA,NA,0.6,0.046,0.014,0.015,0.094,-2.048,0.374,0.003,0.137,0.123,0.628,0,NA,"Winnemucca, NV"
32701,"Brownwood","TX",58246,45.2,0,0.033,0.063,0.028,0.029,0.028,0.495,30586,0.408,9.849,0.023,1735,5.841,9.944,-0.009,0.017,0.064,0.557,0.153,0.014,0.014,0.035,-0.565,0.714,0.002,0.203,0.104,0.609,-0.008,NA,"Brownwood, TX"
12002,"Ludington","MI",52801,42.2,0,0.011,0.063,0.02,0.02,0.021,0.493,33400,0.371,9.758,0.035,2207,6.004,6.417,NA,0.019,-0.225,0.589,0.208,0.016,0.016,0.014,1.041,0.447,0.001,0.206,0.105,0.59,0.001,NA,"Ludington, MI"
20002,"Calais","ME",33941,38.9,0,0.002,0.196,0.008,0.007,0.009,0.493,26505,0.377,6.18,0.024,1529,7.988,4.963,-0.009,0.059,0.165,0.57,0.138,0.011,0.013,0.04,-0.723,0.259,0.001,0.213,0.114,0.565,0.01,NA,"Calais, ME"
22300,"Ottumwa","IA",142385,49.2,0,0.005,0.055,0.03,0.024,0.037,0.493,33871,0.379,12.797,0.022,2149,6.09,3.07,-0.01,0.035,0.033,0.646,0.245,0.01,0.011,0.017,1.372,0.478,0.001,0.167,0.098,0.595,0,NA,"Ottumwa, IA"
22001,"Waterloo","IA",222112,48.9,1,0.047,0.264,0.041,0.036,0.04,0.492,34720,0.348,9.541,0.024,2231,6.214,1.667,-0.011,0.027,0.164,0.66,0.183,0.01,0.011,0.026,1.346,0.665,0.001,0.197,0.08,0.564,-0.002,NA,"Waterloo, IA"
31103,"Gonzales","TX",18628,43.7,0,0.08,0.046,0.018,0.017,0.02,0.492,28893,0.442,13.004,0.025,2045,5.388,-1.242,-0.021,NA,NA,0.583,0.133,0.022,0.023,0.109,-0.823,0.584,0.002,0.21,0.088,0.572,-0.004,NA,"Gonzales, TX"
35802,"Ontario","OR",62170,44.2,0,0.006,0.093,0.016,0.008,0.021,0.49,27631,0.382,7.832,0.021,2174,5.991,-0.764,-0.004,0.016,-0.219,0.571,0.146,0.013,0.016,0.072,-0.583,0.452,0.001,0.179,0.094,0.638,-0.004,NA,"Ontario, OR"
38902,"Newport","OR",68741,41.1,0,0.002,0.043,0.011,0.01,0.011,0.49,36264,0.411,7.284,0.035,3803,6.472,-4.794,0.022,0.015,-0.123,0.586,0.086,0.035,0.028,0.041,-0.573,0.237,0.001,0.242,0.141,0.566,-0.002,NA,"Newport, OR"
14802,"Vincennes","IN",54708,45,0,0.015,0.061,0.034,0.036,0.029,0.488,30101,0.379,8.491,0.014,2268,5.712,4.262,0.035,0.018,-0.127,0.627,0.122,0.01,0.011,0.01,0.687,0.495,0.001,0.204,0.107,0.56,-0.012,NA,"Vincennes, IN"
36303,"Jackson","WY",24250,50.4,0,0.001,0.027,0.02,0.003,0.035,0.488,53838,0.711,64.788,0.038,4620,5.876,-31.837,NA,NA,NA,0.78,0.021,0.015,0.025,0.068,2.389,0.308,0.002,0.133,0.105,0.521,-0.027,NA,"Jackson, WY"
